order_id,customer_id,product_id,order_date,quantity,price,discount,revenue
107,107,2,2023-05-30,3,476.1,15,1214.06
108,108,33,2024-05-15,3,137.53,10,371.33
109,109,32,2024-03-19,3,647.24,5,1844.63
110,110,13,2023-09-14,2,681.61,0,1363.22
111,111,3,2023-05-07,3,379.81,15,968.52
112,112,26,2024-01-17,1,41.68,10,37.51
113,113,23,2023-11-17,2,298.72,20,477.95
114,114,18,2024-02-20,1,758.43,15,644.67
115,115,2,2024-04-28,3,1139.96,5,3248.89
116,116,10,2023-06-24,2,795.18,0,1590.36
117,117,47,2023-07-15,3,1153.51,20,2768.42
118,118,41,2023-12-18,1,512.45,20,409.96
119,119,10,2023-08-07,2,1093.49,10,1968.28
120,120,29,2023-10-05,1,263.97,5,250.77
121,121,38,2023-10-05,3,964.12,5,2747.74
122,122,20,2023-12-19,3,1080.4,5,3079.14
123,123,28,2024-04-10,1,794.35,20,635.48
124,124,11,2023-06-12,1,677.66,0,677.66
125,125,12,2023-06-12,1,877.95,10,790.16
126,126,27,2024-05-07,2,377.95,10,680.31
127,127,10,2024-02-03,1,145.99,5,138.69
128,128,2,2024-01-26,3,748,20,1795.2
129,129,37,2023-11-10,1,723.71,5,687.52
130,130,44,2023-01-14,2,113.78,15,193.43
131,131,9,2023-09-15,3,573.14,10,1547.48
132,132,12,2024-03-12,2,599.91,5,1139.83
133,133,11,2023-04-09,1,58.03,0,58.03
134,134,18,2024-05-01,2,282.61,5,536.96
135,135,49,2023-04-15,1,228.95,15,194.61
136,136,40,2023-09-08,3,403.38,15,1028.62
137,137,16,2023-08-07,2,935.93,20,1497.49
138,138,48,2024-02-27,2,869.84,15,1478.73
139,139,40,2024-04-25,3,694.88,20,1667.71
140,140,34,2023-11-25,3,948.57,20,2276.57
141,141,7,2023-08-20,2,995.87,0,1991.74
142,142,16,2023-09-23,3,486.82,0,1460.46
143,143,36,2023-07-18,3,922.89,0,2768.67
144,144,13,2023-05-30,2,489.69,10,881.44
145,145,50,2024-02-28,2,564.39,15,959.46
146,146,19,2023-11-10,1,834.14,5,792.43
147,147,30,2024-02-29,3,553,20,1327.2
148,148,8,2023-04-03,3,1126.65,20,2703.96
149,149,9,2023-07-21,2,401.68,0,803.36
150,150,12,2023-08-21,3,1078.01,5,3072.33
151,151,30,2023-02-16,2,402.41,5,764.58
152,152,46,2024-01-11,1,127.61,15,108.47
153,153,41,2023-07-05,1,638.1,15,542.38
154,154,47,2024-02-10,3,742.25,5,2115.41
155,155,25,2023-10-09,2,71.81,5,136.44
156,156,22,2023-10-17,3,1037.95,5,2958.16
157,157,10,2023-04-02,3,80.55,10,217.48
158,158,20,2024-01-09,2,360.76,5,685.44
159,159,8,2024-04-05,1,1153.31,0,1153.31
160,160,40,2024-01-27,2,34.41,15,58.5
161,161,32,2023-10-06,1,737.42,15,626.81
162,162,16,2023-04-22,3,798.18,15,2035.36
163,163,27,2023-08-15,1,729.44,0,729.44
164,164,16,2024-03-27,3,348.17,20,835.61
165,165,14,2023-01-26,1,194.94,10,175.45
166,166,3,2023-03-16,1,807.06,20,645.65
167,167,20,2023-06-19,1,77.86,15,66.18
168,168,12,2023-03-24,3,355.57,20,853.37
169,169,37,2024-02-08,3,229.35,15,584.84
170,170,48,2023-10-24,2,1119.15,0,2238.3
171,171,50,2023-06-03,2,454.91,15,773.35
172,172,5,2024-01-24,2,1015.11,0,2030.22
173,173,19,2023-08-30,1,163.99,10,147.59
174,174,22,2023-09-27,2,639.08,5,1214.25
175,175,40,2023-01-30,1,694.21,20,555.37
176,176,6,2023-09-05,3,832.61,10,2248.05
177,177,28,2023-11-08,2,326.4,20,522.24
178,178,40,2023-07-01,1,744.86,15,633.13
179,179,34,2024-01-09,3,607.33,5,1730.89
180,180,40,2023-04-30,3,362.78,5,1033.92
181,181,1,2023-03-02,1,568.57,0,568.57
182,182,48,2024-03-10,1,963.49,15,818.97
183,183,27,2023-01-24,2,432.59,5,821.92
184,184,1,2023-11-24,1,834.22,10,750.8
185,185,5,2023-06-07,2,617.89,10,1112.2
186,186,50,2023-01-04,1,829.29,10,746.36
187,187,26,2024-01-06,3,746.87,0,2240.61
188,188,12,2023-04-10,2,1003.91,15,1706.65
189,189,31,2024-02-13,1,781.87,15,664.59
190,190,10,2023-11-18,2,1072.63,20,1716.21
191,191,22,2023-08-25,2,1114.79,0,2229.58
192,192,34,2023-06-03,3,875.46,10,2363.74
193,193,36,2023-10-02,1,265.75,10,239.18
194,194,23,2023-02-03,1,350.94,0,350.94
195,195,22,2023-07-12,3,650.44,5,1853.75
196,196,37,2023-11-07,2,241.11,0,482.22
197,197,49,2023-06-07,3,1032.23,0,3096.69
198,198,18,2023-07-31,1,606.52,5,576.19
199,199,24,2023-08-20,2,275.05,10,495.09
200,200,12,2023-02-27,2,946.23,5,1797.84
201,201,6,2023-08-16,3,49.42,15,126.02
202,202,33,2023-03-20,1,421.34,15,358.14
203,203,47,2024-03-23,3,386.22,10,1042.79
204,204,10,2024-01-29,1,990.12,20,792.1
205,205,44,2023-03-09,1,874.99,15,743.74
206,206,25,2024-01-01,3,156.69,10,423.06
207,207,3,2023-12-18,3,1048.81,10,2831.79
208,208,30,2024-03-31,1,141.66,10,127.49
209,209,2,2023-10-23,2,773.84,5,1470.3
210,210,21,2023-04-13,1,358.15,20,286.52
211,211,21,2024-01-31,2,811.93,10,1461.47
212,212,10,2023-03-22,2,155.06,20,248.1
213,213,36,2023-09-21,1,263.76,10,237.38
214,214,36,2023-06-13,2,187.04,10,336.67
215,215,37,2023-05-06,1,104.07,20,83.26
216,216,22,2023-10-04,2,79.86,0,159.72
217,217,31,2024-04-07,3,79.54,15,202.83
218,218,4,2023-02-14,2,482.46,20,771.94
219,219,38,2023-11-19,3,845.25,20,2028.6
220,220,23,2023-06-09,2,984.58,20,1575.33
221,221,6,2024-05-13,2,689.99,0,1379.98
222,222,45,2023-08-28,1,557.59,15,473.95
223,223,31,2023-04-29,1,189.59,20,151.67
224,224,17,2024-04-12,2,482.65,10,868.77
225,225,21,2023-08-21,2,55.71,15,94.71
226,226,8,2023-06-29,2,564.27,5,1072.11
227,227,19,2024-01-29,2,733.24,5,1393.16
228,228,33,2023-02-22,2,984.71,0,1969.42
229,229,21,2023-10-12,3,103.69,10,279.96
230,230,35,2023-08-25,2,716.83,5,1361.98
231,231,40,2023-05-05,3,207.64,15,529.48
232,232,25,2023-02-03,2,265.72,20,425.15
233,233,28,2024-02-06,2,689.31,10,1240.76
234,234,35,2023-12-22,1,224.24,0,224.24
235,235,48,2024-04-21,3,697.54,15,1778.73
236,236,8,2023-10-31,3,566.23,20,1358.95
237,237,7,2024-02-25,2,227.89,15,387.41
238,238,5,2023-11-03,1,828.9,20,663.12
239,239,50,2024-02-24,2,406.34,0,812.68
240,240,6,2023-04-22,1,1066.97,0,1066.97
241,241,49,2023-03-17,3,196.08,20,470.59
242,242,19,2023-07-19,3,701.96,5,2000.59
243,243,14,2023-12-15,2,373.69,10,672.64
244,244,28,2024-01-03,2,1188.54,20,1901.66
245,245,1,2023-11-10,3,496.95,5,1416.31
246,246,19,2023-02-01,2,1083.27,0,2166.54
247,247,1,2023-12-27,3,988.49,10,2668.92
248,248,8,2024-03-16,2,1041.5,5,1978.85
249,249,28,2023-12-26,3,485.24,10,1310.15
250,250,46,2023-07-15,2,470.25,20,752.4
251,251,14,2023-12-06,1,580.35,5,551.33
252,252,36,2023-07-16,2,1011.16,5,1921.2
253,253,19,2024-03-22,3,168.15,0,504.45
254,254,5,2023-11-28,1,189.92,15,161.43
255,255,43,2023-08-12,1,119.9,15,101.92
256,256,30,2024-04-02,3,733.23,15,1869.74
257,257,40,2023-04-03,2,621.11,20,993.78
258,258,29,2023-07-16,2,286.37,15,486.83
259,259,39,2023-01-04,3,607.83,5,1732.32
260,260,46,2023-09-14,2,504.79,20,807.66
261,261,37,2023-07-07,1,1174.32,20,939.46
262,262,31,2023-12-27,2,153.53,15,261
263,263,45,2023-02-10,1,881.62,20,705.3
264,264,49,2024-02-03,2,568.62,0,1137.24
265,265,34,2024-03-31,3,124.37,15,317.14
266,266,41,2024-01-15,3,1153.29,0,3459.87
267,267,44,2023-11-21,3,961.76,10,2596.75
268,268,40,2023-01-28,2,651.34,0,1302.68
269,269,31,2023-08-21,3,1089.14,20,2613.94
270,270,47,2023-06-19,2,436.44,10,785.59
271,271,19,2023-03-27,1,840.16,20,672.13
272,272,48,2023-06-05,3,946.33,10,2555.09
273,273,4,2023-11-19,2,702.21,20,1123.54
274,274,4,2023-12-03,2,974.5,20,1559.2
275,275,2,2023-05-27,2,117.36,20,187.78
276,276,5,2024-03-11,2,317.42,20,507.87
277,277,18,2023-05-21,2,36.76,0,73.52
278,278,39,2023-03-31,3,891.98,15,2274.55
279,279,24,2024-02-18,1,328.28,5,311.87
280,280,32,2023-04-03,3,1037.18,10,2800.39
281,281,6,2024-05-10,1,722.74,5,686.6
282,282,32,2024-01-21,2,929.03,5,1765.16
283,283,43,2023-08-14,3,772.34,5,2201.17
284,284,37,2024-01-11,2,84.1,10,151.38
285,285,49,2024-02-24,1,81.98,15,69.68
286,286,26,2023-09-01,2,581.99,20,931.18
287,287,15,2023-07-14,3,852.62,15,2174.18
288,288,17,2023-03-16,3,1046.93,0,3140.79
289,289,19,2024-04-19,2,470.76,10,847.37
290,290,34,2023-12-16,1,134.89,20,107.91
291,291,41,2023-07-01,2,740.37,10,1332.67
292,292,22,2023-05-19,2,966.73,10,1740.11
293,293,42,2023-10-27,2,564.11,5,1071.81
294,294,47,2023-12-11,3,929.19,20,2230.06
295,295,22,2023-12-13,3,1191.99,10,3218.37
296,296,36,2023-01-06,3,30,0,90
297,297,1,2023-07-30,1,639.81,15,543.84
298,298,23,2023-04-23,3,354.29,5,1009.73
299,299,3,2023-01-13,3,128.49,20,308.38
300,300,43,2024-04-02,1,1141.58,0,1141.58
301,301,46,2024-05-05,1,121.94,20,97.55
302,302,9,2023-07-12,3,921.35,20,2211.24
303,303,12,2024-04-03,1,840.87,10,756.78
304,304,19,2023-08-28,3,1124.69,15,2867.96
305,305,18,2024-01-29,2,836.82,10,1506.28
306,306,17,2023-03-24,1,347.2,0,347.2
307,307,25,2023-07-18,2,1195.23,10,2151.41
308,308,17,2023-04-02,2,101.89,5,193.59
309,309,40,2023-07-21,1,781.67,0,781.67
310,310,10,2023-10-04,2,277.7,0,555.4
311,311,29,2024-01-02,2,141.88,0,283.76
312,312,5,2023-10-20,3,315.7,15,805.03
313,313,2,2024-04-04,2,195.65,0,391.3
314,314,3,2023-12-07,2,334.4,10,601.92
315,315,26,2023-10-22,1,628.15,15,533.93
316,316,31,2023-08-12,2,1015.98,0,2031.96
317,317,35,2023-04-26,1,473.62,15,402.58
318,318,8,2023-10-18,3,1123.35,10,3033.04
319,319,22,2023-12-16,2,492.73,0,985.46
320,320,24,2023-10-01,2,114.94,15,195.4
321,321,49,2024-01-28,2,784.4,5,1490.36
322,322,36,2023-01-21,2,799.67,10,1439.41
323,323,45,2023-07-19,1,764.13,10,687.72
324,324,32,2023-02-13,3,536.82,5,1529.94
325,325,9,2023-01-19,1,49.93,20,39.94
326,326,16,2023-09-08,2,94.33,20,150.93
327,327,42,2023-06-07,2,650.05,15,1105.08
328,328,2,2023-01-19,2,86.14,0,172.28
329,329,26,2023-03-02,1,972.38,20,777.9
330,330,30,2024-04-26,3,1046.84,20,2512.42
331,331,10,2024-01-15,3,294.92,0,884.76
332,332,3,2024-01-12,1,596.9,0,596.9
333,333,31,2024-04-09,3,74.05,5,211.04
334,334,1,2023-03-30,3,78.95,10,213.17
335,335,7,2023-08-22,3,221.41,20,531.38
336,336,5,2024-02-23,1,154.73,20,123.78
337,337,40,2023-04-23,1,969.26,15,823.87
338,338,22,2024-02-20,3,820.51,10,2215.38
339,339,8,2024-05-14,3,699.64,5,1993.97
340,340,21,2024-03-04,1,921.79,20,737.43
341,341,12,2023-06-21,1,162.48,5,154.36
342,342,49,2023-08-01,1,841.63,20,673.3
343,343,11,2023-08-13,1,1112.3,0,1112.3
344,344,9,2023-02-21,3,742.68,5,2116.64
345,345,2,2024-03-26,2,115.25,0,230.5
346,346,12,2024-04-19,1,853.95,20,683.16
347,347,19,2023-08-02,3,972.75,15,2480.51
348,348,45,2023-03-06,1,188.84,10,169.96
349,349,34,2023-08-19,2,302.32,5,574.41
350,350,40,2023-12-21,1,723.6,15,615.06
351,351,40,2024-05-01,1,760.09,10,684.08
352,352,23,2023-08-03,1,678.1,5,644.19
353,353,8,2023-09-29,1,750.33,20,600.26
354,354,33,2023-04-23,2,928.99,5,1765.08
355,355,18,2023-01-28,1,152.96,5,145.31
356,356,44,2024-03-08,2,607.07,5,1153.43
357,357,43,2024-04-17,1,83.75,10,75.38
358,358,19,2023-04-18,2,316.63,20,506.61
359,359,49,2023-08-21,1,143.22,0,143.22
360,360,35,2023-04-01,1,946.88,15,804.85
361,361,33,2023-03-01,1,1076.19,15,914.76
362,362,38,2023-10-24,2,514.5,10,926.1
363,363,15,2024-02-03,1,404.84,0,404.84
364,364,16,2024-01-13,2,1046.47,15,1779
365,365,15,2023-02-07,2,710.41,0,1420.82
366,366,28,2023-03-16,1,1114.91,15,947.67
367,367,12,2023-07-18,2,180.96,5,343.82
368,368,41,2023-07-03,2,258.61,5,491.36
369,369,3,2023-12-21,3,90.39,5,257.61
370,370,8,2024-03-12,2,561.12,5,1066.13
371,371,49,2023-06-25,1,1065.96,20,852.77
372,372,11,2024-02-09,3,1144.26,5,3261.14
373,373,37,2024-05-11,3,1028.9,0,3086.7
374,374,27,2024-03-14,3,597.27,5,1702.22
375,375,38,2023-08-31,2,349.42,15,594.01
376,376,48,2024-03-22,1,312.44,15,265.57
377,377,38,2023-04-24,3,1136.58,20,2727.79
378,378,1,2023-08-02,1,67.27,15,57.18
379,379,47,2024-01-29,3,59.67,20,143.21
380,380,26,2023-09-03,3,989.12,15,2522.26
381,381,32,2023-05-04,1,679.01,0,679.01
382,382,45,2024-01-10,2,1140.92,5,2167.75
383,383,23,2023-06-01,1,784.22,0,784.22
384,384,2,2023-09-03,3,379.71,15,968.26
385,385,37,2024-01-18,3,48.81,15,124.47
386,386,30,2024-01-31,1,1051.55,15,893.82
387,387,12,2024-02-09,2,759.64,0,1519.28
388,388,41,2023-02-06,2,1074.25,10,1933.65
389,389,34,2023-01-17,2,522.56,10,940.61
390,390,45,2024-04-29,3,660.07,5,1881.2
391,391,44,2023-02-11,3,1059.4,0,3178.2
392,392,33,2024-04-29,3,449.51,0,1348.53
393,393,8,2023-07-16,2,569.12,0,1138.24
394,394,24,2023-07-07,1,784.84,0,784.84
395,395,36,2023-12-30,1,183.32,10,164.99
396,396,16,2023-10-04,1,785.87,20,628.7
397,397,45,2023-04-18,3,917.85,10,2478.2
398,398,23,2024-04-04,2,614.21,15,1044.16
399,399,18,2023-01-28,1,459.92,15,390.93
400,400,32,2023-09-14,3,998.88,15,2547.14
401,401,46,2023-09-30,3,993.95,10,2683.67
402,402,29,2023-11-14,2,963.89,0,1927.78
403,403,13,2024-04-01,2,123.02,15,209.13
404,404,12,2023-05-28,1,149.05,10,134.15
405,405,8,2023-12-23,1,605.67,5,575.39
406,406,34,2024-05-02,3,46.77,15,119.26
407,407,44,2023-10-05,1,579.21,15,492.33
408,408,29,2024-01-13,3,45.35,5,129.25
409,409,5,2023-01-12,1,1005.24,20,804.19
410,410,42,2023-06-21,2,702.87,10,1265.17
411,411,32,2023-10-31,3,842.3,20,2021.52
412,412,29,2023-08-23,2,689.36,10,1240.85
413,413,11,2024-02-09,2,287.6,10,517.68
414,414,19,2024-01-30,1,195.04,10,175.54
415,415,30,2024-05-04,1,749.98,5,712.48
416,416,46,2023-10-02,2,235.09,5,446.67
417,417,46,2023-12-21,3,957.46,5,2728.76
418,418,16,2023-03-01,1,1192.65,20,954.12
419,419,9,2023-08-14,2,456.21,5,866.8
420,420,36,2023-12-29,1,805.35,10,724.82
421,421,10,2023-07-10,2,657.04,5,1248.38
422,422,35,2023-06-04,1,1106.11,15,940.19
423,423,32,2024-01-29,1,1138.39,10,1024.55
424,424,10,2023-01-03,3,664.45,20,1594.68
425,425,22,2023-11-28,3,368.76,10,995.65
426,426,49,2023-10-21,3,193.56,20,464.54
427,427,47,2024-04-09,2,419.65,0,839.3
428,428,47,2023-09-03,1,184.52,20,147.62
429,429,8,2023-06-07,1,493.92,5,469.22
430,430,29,2023-07-02,1,405.11,20,324.09
431,431,42,2023-04-10,3,641.19,10,1731.21
432,432,13,2023-01-12,1,655.33,15,557.03
433,433,44,2023-12-10,1,1171.49,15,995.77
434,434,13,2023-09-09,2,731.74,20,1170.78
435,435,4,2024-04-10,3,446.06,5,1271.27
436,436,46,2024-03-13,2,456.16,10,821.09
437,437,1,2023-05-26,2,434.6,15,738.82
438,438,36,2023-02-14,1,878.87,15,747.04
439,439,48,2023-08-01,2,360.59,15,613
440,440,47,2024-04-03,2,184.69,20,295.5
441,441,39,2023-02-14,1,265.18,15,225.4
442,442,34,2023-06-21,1,1121.12,20,896.9
443,443,49,2023-07-12,1,27.81,10,25.03
444,444,27,2023-03-31,3,565.3,20,1356.72
445,445,49,2024-04-13,1,255.12,15,216.85
446,446,19,2023-10-11,2,69.83,10,125.69
447,447,38,2023-06-05,2,679.95,15,1155.91
448,448,15,2023-01-14,1,201.75,10,181.58
449,449,41,2024-03-03,3,577.6,10,1559.52
450,450,27,2023-04-02,2,1090.02,5,2071.04
451,451,2,2023-03-03,2,601.8,0,1203.6
452,452,39,2024-01-17,2,705.66,20,1129.06
453,453,28,2024-03-20,2,761.04,15,1293.77
454,454,45,2024-02-23,1,460.38,20,368.3
455,455,2,2024-03-08,2,212.16,0,424.32
456,456,10,2023-06-13,2,1056.41,5,2007.18
457,457,23,2023-03-25,1,341.75,15,290.49
458,458,41,2024-04-11,2,77.48,10,139.46
459,459,34,2023-11-24,1,626.36,5,595.04
460,460,49,2023-02-18,3,908.1,20,2179.44
461,461,21,2024-03-22,2,995.65,10,1792.17
462,462,18,2023-12-17,3,832.25,0,2496.75
463,463,35,2023-10-24,2,991.51,0,1983.02
464,464,9,2023-09-23,2,460.16,15,782.27
465,465,27,2023-06-24,1,140.85,5,133.81
466,466,33,2023-04-24,1,958.23,20,766.58
467,467,40,2023-12-20,3,1018.36,20,2444.06
468,468,45,2024-01-23,1,512.47,0,512.47
469,469,8,2024-02-24,1,1109.62,15,943.18
470,470,23,2023-06-09,3,447.83,15,1141.97
471,471,39,2023-09-25,2,223.2,10,401.76
472,472,2,2024-01-17,1,282.38,5,268.26
473,473,45,2023-04-27,2,167.91,5,319.03
474,474,6,2023-08-06,3,920.37,0,2761.11
475,475,5,2023-01-10,2,913.65,0,1827.3
476,476,13,2023-02-25,1,955.81,20,764.65
477,477,38,2023-01-31,2,160.33,10,288.59
478,478,3,2023-02-03,2,807.75,0,1615.5
479,479,8,2024-04-16,3,262.37,5,747.75
480,480,12,2023-12-10,2,54.53,5,103.61
481,481,48,2024-04-27,2,1139.57,10,2051.23
482,482,23,2023-03-24,3,941.35,20,2259.24
483,483,16,2023-09-16,3,100.64,20,241.54
484,484,49,2023-01-08,3,276.06,5,786.77
485,485,19,2023-03-29,3,25.11,0,75.33
486,486,14,2024-04-16,3,1024.53,15,2612.55
487,487,24,2023-12-24,3,238.45,0,715.35
488,488,12,2024-03-03,2,1177.94,15,2002.5
489,489,14,2023-09-21,1,500.94,10,450.85
490,490,8,2023-08-27,1,633.28,15,538.29
491,491,49,2023-07-04,3,360.16,0,1080.48
492,492,6,2023-06-17,2,156.55,10,281.79
493,493,30,2023-11-04,3,388.17,15,989.83
494,494,15,2023-10-11,2,362.9,15,616.93
495,495,13,2024-03-14,1,1075.81,15,914.44
496,496,44,2023-07-08,1,35.09,15,29.83
497,497,44,2023-02-23,2,536.91,0,1073.82
498,498,8,2023-03-15,2,492.74,20,788.38
499,499,7,2024-01-15,1,96.36,5,91.54
500,500,22,2023-04-13,3,1015.95,15,2590.67
501,501,8,2023-04-30,2,875.74,10,1576.33
502,501,49,2024-01-01,3,720.51,15,1837.3
503,501,23,2023-09-01,3,731.74,15,1865.94
504,501,32,2023-09-19,2,193.9,15,329.63
505,502,7,2023-03-04,2,597.42,5,1135.1
506,502,41,2024-04-27,1,55.07,0,55.07
507,502,5,2023-09-13,3,51.56,5,146.95
508,503,25,2023-11-06,3,405.81,10,1095.69
509,503,40,2023-11-16,1,917,20,733.6
510,503,50,2023-09-10,2,258.28,15,439.08
511,504,32,2023-09-16,2,660.08,20,1056.13
512,504,35,2023-01-10,1,1189.04,0,1189.04
513,504,25,2023-08-19,2,1026.39,15,1744.86
514,505,30,2023-01-19,1,228.71,10,205.84
515,505,46,2023-03-26,2,528.2,10,950.76
516,506,46,2023-07-19,2,921.53,20,1474.45
517,506,44,2023-09-09,3,673.47,20,1616.33
518,507,37,2023-08-29,2,683.46,5,1298.57
519,507,33,2023-01-29,2,330.8,20,529.28
520,507,25,2023-11-12,3,436.26,10,1177.9
521,508,21,2023-02-01,1,716.75,5,680.91
522,508,24,2023-06-28,3,709.08,10,1914.52
523,508,25,2023-02-19,2,427.27,10,769.09
524,508,27,2023-06-29,1,800.26,5,760.25
525,509,16,2023-11-28,2,719.19,0,1438.38
526,509,20,2023-02-28,2,220.34,20,352.54
527,509,21,2023-01-20,2,796.17,15,1353.49
528,509,37,2023-09-21,2,334.61,15,568.84
529,510,38,2023-01-12,2,465.73,15,791.74
530,510,21,2023-10-21,1,973.83,0,973.83
531,510,45,2023-12-12,1,416.44,20,333.15
532,511,49,2023-12-08,2,216.62,10,389.92
533,511,24,2024-05-11,2,258.08,0,516.16
534,511,35,2023-04-20,2,332.88,10,599.18
535,512,37,2023-07-25,1,757,0,757
536,512,46,2024-03-08,3,131.79,10,355.83
537,512,18,2023-02-04,3,965.4,15,2461.77
538,512,28,2023-04-18,2,958.87,10,1725.97
539,513,33,2024-02-16,2,530.83,20,849.33
540,513,21,2023-04-13,2,494.72,20,791.55
541,513,33,2023-08-21,3,920.86,5,2624.45
542,514,2,2023-11-18,3,629.14,5,1793.05
543,514,37,2023-09-13,1,799.75,15,679.79
544,514,18,2024-04-24,3,648.61,20,1556.66
545,514,50,2024-04-09,2,1122.87,0,2245.74
546,515,34,2023-04-13,2,565.73,5,1074.89
